2019-05-18-072430,/home/pi/data/2019-05-18-072430.png,1301.32417 N,07739.32261 E,54.35,leafHealth,productCount
2019-05-18-072439,/home/pi/data/2019-05-18-072439.png,1301.32432 N,07739.32328 E,221.39,leafHealth,productCount
2019-05-18-072448,/home/pi/data/2019-05-18-072448.png,1301.32319 N,07739.32365 E,2318.34,leafHealth,productCount
2019-05-18-072457,/home/pi/data/2019-05-18-072457.png,1301.32400 N,07739.32392 E,118.82,leafHealth,productCount
2019-05-18-072506,/home/pi/data/2019-05-18-072506.png,1301.32481 N,07739.32523 E,259.67,leafHealth,productCount
2019-05-18-072515,/home/pi/data/2019-05-18-072515.png,1301.32544 N,07739.32457 E,160.94,leafHealth,productCount
2019-05-18-072523,/home/pi/data/2019-05-18-072523.png,1301.32587 N,07739.32435 E,2321.08,leafHealth,productCount
2019-05-18-072532,/home/pi/data/2019-05-18-072532.png, N, E,380.41,leafHealth,productCount
2019-05-18-072541,/home/pi/data/2019-05-18-072541.png,1301.33084 N,07739.32327 E,2320.24,leafHealth,productCount
